word,set,usas_tag,usas_top_level,usas_top_level_name
link,added,A2.2,A,General and Abstract Terms
listener,added,X3.2/S2mf,X,"Psychological Actions, States and Processes"
literally,added,A13.2,A,General and Abstract Terms
locate,added,M6,M,"Movement, Location, Travel and Transport"
location,added,M7,M,"Movement, Location, Travel and Transport"
logic,added,X2.1,X,"Psychological Actions, States and Processes"
lover,added,S3.2/S2mf,S,"Social Actions, States and Processes"
lucky,added,A1.4+,A,General and Abstract Terms
luxury,added,O4.2+,O,"Substances, Materials, Objects and Equipment"
magazine,added,Q4.2,Q,Language and Communication
magic,added,S9,S,"Social Actions, States and Processes"
mainly,added,A13.2,A,General and Abstract Terms
maintain,added,A9+,A,General and Abstract Terms
maintenance,added,A1.1.1,A,General and Abstract Terms
major,added,P1,P,Education
majority,added,N5+++c,N,Numbers and Measurement
maker,added,A1.1.1/S2mf,A,General and Abstract Terms
management,added,S7.1+c,S,"Social Actions, States and Processes"
manager,added,S7.1+/S2mf,S,"Social Actions, States and Processes"
manufacturer,added,A1.1.1/S2mfc,A,General and Abstract Terms
margin,added,N5,N,Numbers and Measurement
massive,added,N3.2+,N,Numbers and Measurement
mate,added,S3.2,S,"Social Actions, States and Processes"
mathematics,added,N2,N,Numbers and Measurement
mature,added,T3+/A2.1,T,Time
maximum,added,N5.1+,N,Numbers and Measurement
mayor,added,G1.1/S7.1+/S2mf,G,Government and Public
measurement,added,N3.1,N,Numbers and Measurement
medium,added,Q4,Q,Language and Communication
mental,added,X2,X,"Psychological Actions, States and Processes"
menu,added,F1/Q1.2,F,Food and Farming
merely,added,A13.6,A,General and Abstract Terms
mess,added,O4.2-,O,"Substances, Materials, Objects and Equipment"
meter,added,N3.1/O2,N,Numbers and Measurement
method,added,X4.2,X,"Psychological Actions, States and Processes"
military,added,G3,G,Government and Public
minimum,added,N5---,N,Numbers and Measurement
minor,added,P1,P,Education
minority,added,N5-,N,Numbers and Measurement
mirror,added,Z3c,Z,Names and Grammar
mission,added,X7+,X,"Psychological Actions, States and Processes"
mobile,added,O2,O,"Substances, Materials, Objects and Equipment"
mode,added,X4.2,X,"Psychological Actions, States and Processes"
modify,added,A2.1+,A,General and Abstract Terms
module,added,P1,P,Education
mom,added,S4/S2.1f,S,"Social Actions, States and Processes"
monitor,added,X2.4,X,"Psychological Actions, States and Processes"
monthly,added,N6+,N,Numbers and Measurement
mood,added,E1,E,Emotion
mortgage,added,I1.2/H1,I,Money and Commerce in Industry
mostly,added,A13.2,A,General and Abstract Terms
motivate,added,A2.2,A,General and Abstract Terms
motivation,added,A2.2,A,General and Abstract Terms
mount,added,T2+,T,Time
movement,added,M1,M,"Movement, Location, Travel and Transport"
movie,added,Q4.3,Q,Language and Communication
multiple,added,N2,N,Numbers and Measurement
muscle,added,B1,B,The Body and the Individual
museum,added,T1.1.1/H1c,T,Time
musical,added,K4/K2,K,"Entertainment, Sports and Games"
mutual,added,S1.1.2+,S,"Social Actions, States and Processes"
myself,added,Z8mf,Z,Names and Grammar
narrative,added,Q2.1,Q,Language and Communication
national,added,M7/N5.1+,M,"Movement, Location, Travel and Transport"
natural,added,A6.2+,A,General and Abstract Terms
naturally,added,A6.2+,A,General and Abstract Terms
nearby,added,N3.3-,N,Numbers and Measurement
nearly,added,A13.4,A,General and Abstract Terms
necessarily,added,S6+,S,"Social Actions, States and Processes"
negative,added,C1,C,Arts and Crafts
negotiate,added,Q2.2,Q,Language and Communication
negotiation,added,Q2.2,Q,Language and Communication
nerve,added,B1,B,The Body and the Individual
nervous,added,E6-,E,Emotion
nevertheless,added,Z4,Z,Names and Grammar
newly,added,T3-,T,Time
normal,added,A6.2+,A,General and Abstract Terms
normally,added,A6.2+,A,General and Abstract Terms
notion,added,X4.1,X,"Psychological Actions, States and Processes"
novel,added,A6.2-,A,General and Abstract Terms
nuclear,added,Y1,Y,Science and Technology
objective,added,G2.2/S5-,G,Government and Public
obligation,added,S6+,S,"Social Actions, States and Processes"
observation,added,X3.4,X,"Psychological Actions, States and Processes"
obvious,added,A11.2+,A,General and Abstract Terms
obviously,added,Z4,Z,Names and Grammar
occasionally,added,N6-,N,Numbers and Measurement
occupy,added,H4,H,"Architecture, Housing and the Home"
occur,added,A2.1+,A,General and Abstract Terms
odd,added,A6.2-,A,General and Abstract Terms
okay,added,A5.1+,A,General and Abstract Terms
online,added,Y2,Y,Science and Technology
opera,added,K2,K,"Entertainment, Sports and Games"
opponent,added,S7.3/S2mf,S,"Social Actions, States and Processes"
option,added,X7+,X,"Psychological Actions, States and Processes"
organic,added,L1,L,Life and Living Things
organization,added,S5+c,S,"Social Actions, States and Processes"
original,added,T3-,T,Time
originally,added,T1.1.1,T,Time
ourselves,added,Z8,Z,Names and Grammar
outcome,added,X9.2,X,"Psychological Actions, States and Processes"
output,added,Y2,Y,Science and Technology
overall,added,A14,A,General and Abstract Terms
overseas,added,M6,M,"Movement, Location, Travel and Transport"
owner,added,A9+/S2mf,A,General and Abstract Terms
pace,added,M1,M,"Movement, Location, Travel and Transport"
panel,added,H5,H,"Architecture, Housing and the Home"
panic,added,E5-,E,Emotion
paragraph,added,Q3,Q,Language and Communication
parallel,added,A6.1+,A,General and Abstract Terms
participant,added,S1.1.3+mfn,S,"Social Actions, States and Processes"
participate,added,S1.1.3+,S,"Social Actions, States and Processes"
participation,added,S1.1.3+,S,"Social Actions, States and Processes"
particularly,added,A13.3,A,General and Abstract Terms
partly,added,A13.6,A,General and Abstract Terms
partnership,added,S5+c,S,"Social Actions, States and Processes"
passion,added,X5.2+,X,"Psychological Actions, States and Processes"
payment,added,I1.1,I,Money and Commerce in Industry
peak,added,N5.1+,N,Numbers and Measurement
peer,added,A6.1+/S2mf,A,General and Abstract Terms
penalty,added,G2.1,G,Government and Public
pension,added,I1.1/T3+,I,Money and Commerce in Industry
perceive,added,X4.1,X,"Psychological Actions, States and Processes"
percent,added,N5,N,Numbers and Measurement
percentage,added,N5,N,Numbers and Measurement
perception,added,X4.1,X,"Psychological Actions, States and Processes"
perfectly,added,A13.2,A,General and Abstract Terms
period,added,T1.3,T,Time
personal,added,S5-,S,"Social Actions, States and Processes"
personality,added,S1.2,S,"Social Actions, States and Processes"
personally,added,S5-,S,"Social Actions, States and Processes"
personnel,added,I3.1/S5+,I,Money and Commerce in Industry
perspective,added,X4.1,X,"Psychological Actions, States and Processes"
phase,added,T1.3,T,Time
phenomenon,added,A3,A,General and Abstract Terms
philosophy,added,P1,P,Education
phone,added,Q1.3,Q,Language and Communication
photo,added,C1,C,Arts and Crafts
phrase,added,Q3,Q,Language and Communication
physical,added,B1,B,The Body and the Individual
piano,added,K2,K,"Entertainment, Sports and Games"
pilot,added,X2.4,X,"Psychological Actions, States and Processes"
pitch,added,M2,M,"Movement, Location, Travel and Transport"
plane,added,M5fn,M,"Movement, Location, Travel and Transport"
planet,added,W1,W,World and Environment
plastic,added,O1.1,O,"Substances, Materials, Objects and Equipment"
platform,added,M3/M7,M,"Movement, Location, Travel and Transport"
player,added,K6/S2mf,K,"Entertainment, Sports and Games"
plot,added,G2.1-,G,Government and Public
plus,added,Z5,Z,Names and Grammar
poetry,added,Q3,Q,Language and Communication
policy,added,X7+,X,"Psychological Actions, States and Processes"
poll,added,G1.2,G,Government and Public
pollution,added,W5,W,World and Environment
pop,added,X3.2,X,"Psychological Actions, States and Processes"
port,added,M4/M7,M,"Movement, Location, Travel and Transport"
portion,added,N5,N,Numbers and Measurement
portrait,added,C1,C,Arts and Crafts
pose,added,O4.1/B1,O,"Substances, Materials, Objects and Equipment"
positive,added,A5.1+,A,General and Abstract Terms
possibility,added,A7+,A,General and Abstract Terms
possibly,added,A7+,A,General and Abstract Terms
potato,added,L3/F1,L,Life and Living Things
potential,added,A7+,A,General and Abstract Terms
potentially,added,A7+,A,General and Abstract Terms
powerful,added,S7.1+,S,"Social Actions, States and Processes"
precise,added,A4.2+,A,General and Abstract Terms
precisely,added,A4.2+,A,General and Abstract Terms
predict,added,Q2.2/T1.1.3,Q,Language and Communication
pregnancy,added,B1,B,The Body and the Individual
pregnant,added,B1,B,The Body and the Individual
premise,added,X4.1,X,"Psychological Actions, States and Processes"
preparation,added,A1.1.1,A,General and Abstract Terms
presentation,added,O4.1,O,"Substances, Materials, Objects and Equipment"
presidential,added,G1.1/S7.1+,G,Government and Public
presumably,added,X2.1,X,"Psychological Actions, States and Processes"
previous,added,N4,N,Numbers and Measurement
previously,added,N4,N,Numbers and Measurement
primarily,added,A13.2,A,General and Abstract Terms
primary,added,A11.1+,A,General and Abstract Terms
prime,added,Q2.2,Q,Language and Communication
principal,added,A11.1+++,A,General and Abstract Terms
principle,added,X4.1,X,"Psychological Actions, States and Processes"
printer,added,Q1.2/S2mf,Q,Language and Communication
prior,added,N4/T1.1.1,N,Numbers and Measurement
priority,added,A11.1+,A,General and Abstract Terms
prisoner,added,G2.1/S2mf,G,Government and Public
privilege,added,G2.1,G,Government and Public
pro,added,I3.2+/S2mf,I,Money and Commerce in Industry
probability,added,A7,A,General and Abstract Terms
probably,added,A7+,A,General and Abstract Terms
procedure,added,X4.2,X,"Psychological Actions, States and Processes"
proceed,added,I1.1,I,Money and Commerce in Industry
process,added,A1.1.1,A,General and Abstract Terms
producer,added,K4/S7.1+/S2mf,K,"Entertainment, Sports and Games"
professional,added,I3.2+/S2mf,I,Money and Commerce in Industry
professor,added,P1/S2mf,P,Education
profile,added,Q1.1,Q,Language and Communication
project,added,A1.1.1,A,General and Abstract Terms
promote,added,S8+,S,"Social Actions, States and Processes"
promotion,added,S7.1+/A2.1,S,"Social Actions, States and Processes"
properly,added,A5.3+,A,General and Abstract Terms
proportion,added,A2.2/N3.2,A,General and Abstract Terms
prospect,added,A7+,A,General and Abstract Terms
protein,added,O1,O,"Substances, Materials, Objects and Equipment"
protest,added,Q2.2,Q,Language and Communication
province,added,M7,M,"Movement, Location, Travel and Transport"
provision,added,A9-,A,General and Abstract Terms
psychological,added,X1,X,"Psychological Actions, States and Processes"
pub,added,F2,F,Food and Farming
publication,added,Q4,Q,Language and Communication
publisher,added,Q4.1/S2mf,Q,Language and Communication
purchase,added,I2.2,I,Money and Commerce in Industry
pursue,added,A1.1.1,A,General and Abstract Terms
quickly,added,N3.8+,N,Numbers and Measurement
quietly,added,X3.2-,X,"Psychological Actions, States and Processes"
quote,added,Q2.2,Q,Language and Communication
racial,added,S5+,S,"Social Actions, States and Processes"
radical,added,G1.2/S2mf,G,Government and Public
random,added,A1.4,A,General and Abstract Terms
range,added,A6.3+,A,General and Abstract Terms
rapidly,added,N3.8+,N,Numbers and Measurement
rarely,added,N6-,N,Numbers and Measurement
rat,added,Q2.2,Q,Language and Communication
ratio,added,N2,N,Numbers and Measurement
react,added,A1.1.1,A,General and Abstract Terms
reaction,added,A1.1.1,A,General and Abstract Terms
reader,added,Q4.1/S2mf,Q,Language and Communication
reality,added,A3+,A,General and Abstract Terms
really,added,A13.3,A,General and Abstract Terms
rear,added,M6,M,"Movement, Location, Travel and Transport"
reasonably,added,A13.5,A,General and Abstract Terms
recall,added,X2.2+,X,"Psychological Actions, States and Processes"
recently,added,T3---,T,Time
reckon,added,X2.1,X,"Psychological Actions, States and Processes"
recommendation,added,Q2.2,Q,Language and Communication
recover,added,B2+,B,The Body and the Individual
recovery,added,B2+,B,The Body and the Individual
recruit,added,I3.1/A9+,I,Money and Commerce in Industry
reform,added,A2.1+,A,General and Abstract Terms
refugee,added,M1/S2mf,M,"Movement, Location, Travel and Transport"
regardless,added,A11.1-,A,General and Abstract Terms
region,added,M7,M,"Movement, Location, Travel and Transport"
regional,added,M7,M,"Movement, Location, Travel and Transport"
register,added,Q1.2/G1.1,Q,Language and Communication
registration,added,Q1.2/G1.1,Q,Language and Communication
regularly,added,N6+,N,Numbers and Measurement
regulate,added,A1.7+/G1.1,A,General and Abstract Terms
regulation,added,G2.1,G,Government and Public
reject,added,X7-,X,"Psychological Actions, States and Processes"
relationship,added,S3.1,S,"Social Actions, States and Processes"
relatively,added,A13/A6,A,General and Abstract Terms
relax,added,E3+,E,Emotion
release,added,A1.7-,A,General and Abstract Terms
relevant,added,A1.2+,A,General and Abstract Terms
reliable,added,A5.1+,A,General and Abstract Terms
religious,added,S9,S,"Social Actions, States and Processes"
rely,added,S7.1-,S,"Social Actions, States and Processes"
remarkable,added,A6.2-,A,General and Abstract Terms
remote,added,N3.3+,N,Numbers and Measurement
remove,added,M2,M,"Movement, Location, Travel and Transport"
reporter,added,Q4.2/S2mf,Q,Language and Communication
representation,added,G1.1,G,Government and Public
require,added,X7+,X,"Psychological Actions, States and Processes"
requirement,added,X7+,X,"Psychological Actions, States and Processes"
research,added,X2.4,X,"Psychological Actions, States and Processes"
researcher,added,X2.4/S2mf,X,"Psychological Actions, States and Processes"
resident,added,H4/S2mf,H,"Architecture, Housing and the Home"
resolution,added,X6+,X,"Psychological Actions, States and Processes"
resolve,added,X6+,X,"Psychological Actions, States and Processes"
